Date,Time,Time Zone,Network,Local,Cover %,Program Aired,CreativeID,CreativeName,CreativeLength,Air Type,Spend
11/29/2019, 2:22 AM,Eastern ,RLZC ,     ,0,IT HAPPENED HERE              ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/29/2019, 2:56 AM,Eastern ,RLZC ,     ,0,CELEBRITY PAGE                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/30/2019, 2:41 AM,Eastern ,RLZC ,     ,0,EL CHAPO & SEAN PENN: BUN     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
12/1/2019, 2:13 AM,Eastern ,RLZC ,     ,0,FAMOUS FORTUNE FIGHTS         ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/25/2019, 1:11 AM,Eastern ,RVLT ,     ,0,Anatomy of a Queen            ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
11/25/2019, 2:19 AM,Eastern ,RVLT ,     ,0,Breakfast Club Extra          ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/25/2019, 3:25 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/25/2019, 3:50 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/25/2019, 4:11 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/25/2019, 5:52 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/25/2019, 6:53 PM,Eastern ,RVLT ,     ,0,Director's Reel               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/25/2019, 8:20 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,29.75
11/25/2019, 9:19 PM,Eastern ,RVLT ,     ,0,Breakfast Club Extra S2       ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,29.75
11/25/2019, 9:42 PM,Eastern ,RVLT ,     ,0,Internationally Known         ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,29.75
11/25/2019,11:13 PM,Eastern ,RVLT ,     ,0,Untapped                      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/26/2019,12:14 AM,Eastern ,RVLT ,     ,0,Verified Videos: After Hours  ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/26/2019, 1:49 AM,Eastern ,RVLT ,     ,0,State of the Culture          ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 2:59 AM,Eastern ,RVLT ,     ,0,Musically Challenged          ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/26/2019, 3:50 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/26/2019, 4:24 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/26/2019, 4:40 PM,Eastern ,RVLT ,     ,0,Funny AF                      ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/26/2019, 5:10 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/26/2019, 6:11 PM,Eastern ,RVLT ,     ,0,Anatomy of a Queen            ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/26/2019, 8:18 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,29.75
11/26/2019, 9:24 PM,Eastern ,RVLT ,     ,0,State of the Culture          ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,29.75
11/26/2019,10:11 PM,Eastern ,RVLT ,     ,0,State of the Culture          ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,29.75
11/26/2019,11:43 PM,Eastern ,RVLT ,     ,0,Musically Challenged          ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
11/28/2019, 1:22 AM,Eastern ,RVLT ,     ,0,Drink Champs: Happy Hour S3   ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/28/2019, 2:23 AM,Eastern ,RVLT ,     ,0,State of the Culture          ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
11/28/2019, 3:44 AM,Eastern ,RVLT ,     ,0,Verified Videos: After Hours  ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/28/2019, 4:26 AM,Eastern ,RVLT ,     ,0,Drink Champs: Happy Hour      ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 1:41 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 5:49 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/28/2019, 6:40 PM,Eastern ,RVLT ,     ,0,Internationally Known         ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 8:50 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,29.75
11/28/2019, 9:52 PM,Eastern ,RVLT ,     ,0,Anatomy of a King: The Art of ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,29.75
11/28/2019,11:11 PM,Eastern ,RVLT ,     ,0,Short & Fresh                 ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/28/2019,11:35 PM,Eastern ,RVLT ,     ,0,Short & Fresh                 ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
11/29/2019,12:14 AM,Eastern ,RVLT ,     ,0,Verified Videos: After Hours  ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 1:44 AM,Eastern ,RVLT ,     ,0,Untapped                      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/29/2019, 2:53 AM,Eastern ,RVLT ,     ,0,Best of Childish Gambino; The ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 3:14 AM,Eastern ,RVLT ,     ,0,Verified Videos: After Hours  ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/29/2019, 1:55 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/29/2019, 3:28 PM,Eastern ,RVLT ,     ,0,Verified Videos               ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/29/2019, 4:44 PM,Eastern ,RVLT ,     ,0,Funny AF                      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/29/2019, 5:49 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/29/2019, 6:10 PM,Eastern ,RVLT ,     ,0,Director's Reel               ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,21.25
11/29/2019, 6:42 PM,Eastern ,RVLT ,     ,0,Director's Reel               ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,21.25
11/29/2019,11:23 PM,Eastern ,RVLT ,     ,0,Drink Champs: Happy Hour      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/30/2019,12:48 AM,Eastern ,RVLT ,     ,0,Drink Champs: Happy Hour      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/30/2019, 1:18 AM,Eastern ,RVLT ,     ,0,REVOLT Concert Series Presents,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
11/30/2019, 1:44 AM,Eastern ,RVLT ,     ,0,REVOLT Concert Series Presents,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/30/2019, 2:41 AM,Eastern ,RVLT ,     ,0,Verified Videos: After Hours  ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 3:22 AM,Eastern ,RVLT ,     ,0,Best of Khalid; The           ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/30/2019, 4:26 AM,Eastern ,RVLT ,     ,0,Untapped                      ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019,12:19 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,25.5
11/30/2019, 2:18 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/30/2019, 3:09 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
11/30/2019, 4:52 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/30/2019, 5:20 PM,Eastern ,RVLT ,     ,0,Breakfast Club Extra          ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,25.5
11/30/2019, 6:47 PM,Eastern ,RVLT ,     ,0,State of the Culture          ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
12/1/2019,12:34 AM,Eastern ,RVLT ,     ,0,REVOLT Concert Series Presents,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019,12:58 AM,Eastern ,RVLT ,     ,0,REVOLT Concert Series Presents,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,17
12/1/2019, 8:34 AM,Eastern ,RVLT ,     ,0,RMC 2015 Presents             ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,0
12/1/2019,12:22 PM,Eastern ,RVLT ,     ,0,Anatomy of a Queen            ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
12/1/2019,12:37 PM,Eastern ,RVLT ,     ,0,Anatomy of a King: The Art of ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,25.5
12/1/2019, 2:34 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 3:50 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,25.5
12/1/2019, 4:09 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 4:48 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,25.5
12/1/2019, 5:50 PM,Eastern ,RVLT ,     ,0,Breakfast Club Power Hour; The,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
12/1/2019,11:23 PM,Eastern ,RVLT ,     ,0,Drink Champs: Happy Hour      ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,17
11/25/2019, 6:29 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 7:31 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 4:35 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/27/2019, 2:00 AM,Eastern ,USA  ,     ,0,TEMPTATION ISLAND             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,276.25
11/27/2019, 2:26 AM,Eastern ,USA  ,     ,0,TEMPTATION ISLAND             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,276.25
11/27/2019, 3:01 AM,Eastern ,USA  ,     ,0,TEMPTATION ISLAND             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/27/2019, 4:50 AM,Eastern ,USA  ,     ,0,TEMPTATION ISLAND             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/27/2019, 5:00 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 5:26 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 5:31 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/27/2019, 7:35 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 2:29 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,276.25
11/28/2019, 3:08 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/28/2019, 5:14 AM,Eastern ,USA  ,     ,0,TEMPTATION ISLAND             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/28/2019, 5:29 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 6:01 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 7:50 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 8:31 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 5:28 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/29/2019, 6:08 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 8:14 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 2:39 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,276.25
11/30/2019, 3:50 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
11/30/2019, 5:39 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 8:28 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 4:29 AM,Eastern ,USA  ,     ,0,LAW & ORDER: SVU              ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
12/1/2019, 5:52 AM,Eastern ,USA  ,     ,0,CHICAGO PD                    ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,110.5
12/1/2019, 6:50 AM,Eastern ,USA  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 7:21 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 4:10 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/26/2019, 4:38 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/27/2019, 4:46 AM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/27/2019, 5:20 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/27/2019, 7:10 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 7:38 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 3:35 AM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/28/2019, 7:46 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 8:20 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 5:33 AM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/29/2019, 6:35 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 4:05 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/30/2019, 5:12 AM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
11/30/2019, 8:33 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 2:08 PM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,637.5
11/30/2019, 2:58 PM,Eastern ,VH1  ,     ,0,R&R PICTURE SHOWS             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,637.5
11/30/2019, 5:08 PM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 5:58 PM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 4:19 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
12/1/2019, 4:40 AM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,59.5
12/1/2019, 7:05 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 8:12 AM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 1:20 PM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,637.5
12/1/2019, 2:57 PM,Eastern ,VH1  ,     ,0,MARTIN                        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,637.5
12/1/2019, 4:20 PM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 5:57 PM,Eastern ,VH1  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 3:42 AM,Eastern ,WE   ,     ,0,LAW & ORDER:CI                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 4:28 AM,Eastern ,WE   ,     ,0,LOVE AFTER LOCKUP             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 7:29 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 4:41 AM,Eastern ,WE   ,     ,0,LOVE AFTER LOCKUP             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/26/2019, 6:42 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 7:28 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 1:34 AM,Eastern ,WE   ,     ,0,CSI MIAMI                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/27/2019, 2:20 AM,Eastern ,WE   ,     ,0,CSI MIAMI                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/27/2019, 4:34 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 4:43 AM,Eastern ,WE   ,     ,0,LOVE AFTER LOCKUP             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/27/2019, 5:20 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 7:41 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 3:14 AM,Eastern ,WE   ,     ,0,MOVIE                         ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/28/2019, 3:52 AM,Eastern ,WE   ,     ,0,MOVIE                         ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/28/2019, 4:54 AM,Eastern ,WE   ,     ,0,LOVE AFTER LOCKUP             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/28/2019, 7:43 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 2:53 AM,Eastern ,WE   ,     ,0,GREAT XMAS LIGHT FIGHT        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 4:20 AM,Eastern ,WE   ,     ,0,GREAT XMAS LIGHT FIGHT        ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 5:53 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 6:14 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 6:52 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 7:54 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 4:40 AM,Eastern ,WE   ,     ,0,LOVE AFTER LOCKUP             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/30/2019, 7:20 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 7:40 AM,Eastern ,WE   ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 3:09 AM,Eastern ,ACCUW,     ,0,N/A                           ,RRFALL30H    ,TRR_30_TVC_FALL_HERO                                        ,30,Cable                         ,0
11/25/2019,10:09 AM,Eastern ,ACCUW,     ,0,N/A                           ,RRFALL30H    ,TRR_30_TVC_FALL_HERO                                        ,30,Cable                         ,25.5
11/25/2019,12:14 PM,Eastern ,ACCUW,     ,0,N/A                           ,RRFALL30H    ,TRR_30_TVC_FALL_HERO                                        ,30,Cable                         ,25.5
11/25/2019,12:44 PM,Eastern ,ACCUW,     ,0,N/A                           ,RRFALL30H    ,TRR_30_TVC_FALL_HERO                                        ,30,Cable                         ,25.5
