Date,Time,Time Zone,Network,Local,Cover %,Program Aired,CreativeID,CreativeName,CreativeLength,Air Type,Spend
11/25/2019,12:09 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 1:30 PM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/25/2019, 2:13 PM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/25/2019, 4:30 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 5:13 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 1:33 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 1:34 AM,Eastern ,BRVL ,LOCAL,30,REAL HOUSEWIVES OF OC         ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/26/2019, 2:17 AM,Eastern ,BRVL ,LOCAL,30,MILLIONAIRE MATCHMAKER        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
11/26/2019, 4:34 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 5:17 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 6:40 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 8:13 AM,Eastern ,BRVL ,LOCAL,30,BACK IN THE GAME              ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019, 8:31 AM,Eastern ,BRVL ,LOCAL,30,BACK IN THE GAME              ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019, 9:10 AM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019,10:12 AM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019,10:40 AM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019,11:13 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019,11:14 AM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019,11:31 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019,11:39 AM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019,12:10 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 1:12 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 1:14 PM,Eastern ,BRVL ,LOCAL,30,BELOW DECK                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,51
11/26/2019, 1:40 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 2:14 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 2:39 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 4:14 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 8:12 PM,Eastern ,BRVL ,LOCAL,30,REAL HOUSEWIVES OF OC         ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/26/2019,10:33 PM,Eastern ,BRVL ,LOCAL,30,REAL HOUSEWIVES OF OC         ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/26/2019,11:12 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 2:41 AM,Eastern ,BRVL ,LOCAL,30,MILLIONAIRE MATCHMAKER        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
11/27/2019, 5:41 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 1:21 AM,Eastern ,BRVL ,LOCAL,30,BRAVO MOVIE                   ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/29/2019, 2:18 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 4:21 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 8:10 PM,Eastern ,BRVL ,LOCAL,30,BRAVO MOVIE                   ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/29/2019,11:10 PM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019,11:18 PM,Eastern ,BRVL ,LOCAL,30,BRAVO MOVIE                   ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,80.75
11/30/2019, 2:06 AM,Eastern ,BRVL ,LOCAL,30,BRAVO MOVIE                   ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
11/30/2019, 2:37 AM,Eastern ,BRVL ,LOCAL,30,BRAVO MOVIE                   ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
11/30/2019, 3:10 AM,Eastern ,BRVL ,LOCAL,30,BLIND DATE                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
11/30/2019, 5:06 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 5:37 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 2:40 AM,Eastern ,BRVL ,LOCAL,30,CHRISLEY KNOWS BEST           ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,6.8
12/1/2019, 5:40 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 6:10 AM,Eastern ,BRVL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 9:17 PM,Eastern ,DTVFC,     ,0,DTVFC                         ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,616.25
12/1/2019, 8:17 PM,Eastern ,DTVFC,     ,0,N/A                           ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,616.25
12/1/2019, 9:20 PM,Eastern ,DTVFC,     ,0,N/A                           ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,616.25
12/1/2019,10:17 PM,Eastern ,DTVFC,     ,0,N/A                           ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,616.25
11/30/2019, 8:19 AM,Eastern ,DTVLS,     ,0,DTVLS                         ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,374
11/30/2019, 3:22 PM,Eastern ,DTVLS,     ,0,N/A                           ,RRFALL15     ,TRR_15_TVC_FALL_HERO                                        ,15,Satellite                     ,374
11/25/2019,12:43 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 1:12 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019,12:24 PM,Eastern ,ENTL ,LOCAL,30,E! NEWS: DAILY POP I          ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019,12:50 PM,Eastern ,ENTL ,LOCAL,30,E! NEWS: DAILY POP I          ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 1:52 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 3:21 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 3:24 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 3:50 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 3:51 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/25/2019, 4:52 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 6:21 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 6:51 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 7:13 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/25/2019, 9:43 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/25/2019,10:12 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/25/2019,10:13 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019,12:06 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 1:15 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED                       ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/26/2019, 4:15 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 6:21 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/26/2019, 6:52 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/26/2019, 9:06 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/26/2019, 9:21 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 9:52 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019,12:58 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 1:37 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/28/2019, 7:52 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/28/2019, 9:58 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/28/2019,10:37 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/28/2019,10:52 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019,12:10 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 2:27 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 2:58 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 3:49 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 4:57 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,63.75
11/29/2019, 5:27 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 5:58 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 6:49 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 7:42 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/29/2019, 7:57 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019, 8:14 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/29/2019, 9:10 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/29/2019,10:42 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/29/2019,11:14 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 2:03 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 2:41 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019,12:49 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
11/30/2019,12:50 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
11/30/2019, 1:32 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
11/30/2019, 1:58 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
11/30/2019, 3:11 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
11/30/2019, 3:49 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 3:50 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 4:32 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 4:58 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 6:10 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/30/2019, 6:11 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019, 9:10 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/30/2019,11:03 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
11/30/2019,11:41 PM,Eastern ,ENTL ,LOCAL,30,MOVIES WE LOVE                ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
12/1/2019, 1:17 AM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019,12:12 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
12/1/2019,12:42 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
12/1/2019, 1:11 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
12/1/2019, 2:10 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
12/1/2019, 3:12 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 3:42 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 4:11 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 4:43 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,85
12/1/2019, 5:10 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 6:42 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
12/1/2019, 7:43 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019, 8:41 PM,Eastern ,ENTL ,LOCAL,30,KEEPING UP KARDASHIANS        ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
12/1/2019, 9:42 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
12/1/2019,10:17 PM,Eastern ,ENTL ,LOCAL,30,BOTCHED-SP                    ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,127.5
12/1/2019,11:41 PM,Eastern ,ENTL ,LOCAL,30,Dual Feed                     ,RRFALL15LH   ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/25/2019, 3:42 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,72.25
11/25/2019, 4:23 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,72.25
11/25/2019, 4:44 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,72.25
11/26/2019, 3:25 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,72.25
11/26/2019, 4:43 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,72.25
11/27/2019, 4:51 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,72.25
11/28/2019, 4:15 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,72.25
11/29/2019, 4:23 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,72.25
11/30/2019, 3:35 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,72.25
11/30/2019,12:05 PM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,255
11/30/2019,12:21 PM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,255
11/30/2019, 3:11 PM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,255
11/30/2019, 4:25 PM,Eastern ,HLN  ,     ,0,REAL LIFE NIGHTMARE           ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,255
12/1/2019, 3:51 AM,Eastern ,HLN  ,     ,0,FORENSIC FILES                ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,72.25
12/1/2019,12:37 PM,Eastern ,HLN  ,     ,0,VERY SCARY PEOPLE             ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,255
12/1/2019, 3:31 PM,Eastern ,HLN  ,     ,0,VERY SCARY PEOPLE             ,RRFL15PRH    ,TRR_15_TVC_FALL_PRAGMATIST                                  ,15,Cable                         ,255
11/25/2019, 3:08 AM,Eastern ,IFC  ,     ,0,THAT 70S SHOW                 ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/25/2019, 4:52 AM,Eastern ,IFC  ,     ,0,IFC MOVIE                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/25/2019, 6:37 AM,Eastern ,IFC  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 4:38 AM,Eastern ,IFC  ,     ,0,IFC MOVIE                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/26/2019, 5:52 AM,Eastern ,IFC  ,     ,0,IFC MOVIE                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/26/2019, 6:08 AM,Eastern ,IFC  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/26/2019, 7:52 AM,Eastern ,IFC  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
11/27/2019, 2:01 AM,Eastern ,IFC  ,     ,0,IFC MOVIE                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,25.5
11/27/2019, 5:01 AM,Eastern ,IFC  ,     ,0,Dual Feed                     ,RRFALL15H    ,TRR_15_TVC_FALL_HERO                                        ,15,Cable                         ,0
