Date,Time,TimeZone,MarketCode,MarketName,Network,Station,ProgramAired,RealRealAdType,CreativeID,CreativeName,CreativeLength,Spend
12/19/2020,12:08 AM,Local,679,Des Moines,MOF  ,KCCI,MONK                          ,Syndication,RRV388815MFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,12:18 AM,Local,630,Birmingham,MOF  ,WVTM,MATTER OF FACT WITH SOLEDAD O',Syndication,RRV388815MFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,12:34 AM,Local,692,"Beaumont-Port Arthur, TX",MOF  ,KBMT,TMZ                           ,Syndication,RRV388815MFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:01 AM,Local,532,Albany-Schenectady-Troy,WOFWD,WTEN,MODERN FAMILY                 ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:13 AM,Local,673,"Columbus, GA",WOFWD,WRBL,PAID PROGRAMMING              ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:19 AM,Local,709,Tyler-Longview-Jacksonville,MOF  ,KETK,MATTER OF FACT WITH SOLEDAD O',Syndication,RRV388815MFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:28 AM,Local,600,Corpus Christi,WOFWD,KIII,WHEEL OF FORTUNE              ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:30 AM,Local,675,Peoria-Bloomington,WOFWD,WMBD,WHEEL OF FORTUNE              ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:31 AM,Local,534,Orlando-Daytona Beach-Melbourn,WOFWD,WFTV,CASTLE                        ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:46 AM,Local,790,Albuquerque,WOFWD,KBIM,NOEL                          ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:46 AM,Local,790,Albuquerque,WOFWD,KREZ,NOEL                          ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
12/19/2020,1:46 AM,Local,790,Albuquerque,WOFWD,KRQE,NOEL                          ,Syndication,RRV388815WFH,TRR_F/W_2020_15_REV_V3_888_SELL,15,0
