Date,Time,TimeZone,Network,RealRealAdType,ProgramAired,CreativeID,CreativeName,CreativeLength,AirType,Spend,CoverPct
11/11/19,1:58 AM,Eastern,ADS,NatLoc,FAMILY GUY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/12/19,1:29 AM,Eastern,ADS,NatLoc,METALOCALYPSE,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/12/19,1:59 AM,Eastern,ADS,NatLoc,FAMILY GUY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/12/19,5:58 AM,Eastern,ADS,NatLoc,BOBS BURGERS,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/13/19,12:28 AM,Eastern,ADS,NatLoc,RICK & MORTY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/13/19,2:28 AM,Eastern,ADS,NatLoc,FAMILY GUY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/13/19,3:29 AM,Eastern,ADS,NatLoc,AMERICAN DAD,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/13/19,4:28 AM,Eastern,ADS,NatLoc,XAVIER:RENEGADE ANGEL,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/14/19,2:28 AM,Eastern,ADS,NatLoc,FAMILY GUY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/14/19,3:28 AM,Eastern,ADS,NatLoc,AMERICAN DAD,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/14/19,4:28 AM,Eastern,ADS,NatLoc,XAVIER:RENEGADE ANGEL,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/15/19,2:29 AM,Eastern,ADS,NatLoc,FAMILY GUY,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/15/19,4:29 AM,Eastern,ADS,NatLoc,AS SEEN ON ADULT SWIM,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/16/19,1:00 AM,Eastern,ADS,NatLoc,FOOD WARS,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/16/19,3:00 AM,Eastern,ADS,NatLoc,NARUTO: SHIPPUDEN,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/16/19,3:59 AM,Eastern,ADS,NatLoc,LUPIN THE 3RD: PART 5,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/16/19,5:28 AM,Eastern,ADS,NatLoc,BOBS BURGERS,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/17/19,12:30 AM,Eastern,ADS,NatLoc,ROBOT CHICKEN,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,42.5,20
11/17/19,4:29 AM,Eastern,ADS,NatLoc,ROBOT CHICKEN,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/17/19,4:59 AM,Eastern,ADS,NatLoc,BLACK JESUS,RRFALL15LH,TRR_15_TVC_FALL_HERO,15,Cable,21.25,20
11/11/19,2:34 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/12/19,2:12 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/12/19,3:02 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/13/19,2:45 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/13/19,3:31 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/14/19,2:19 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/14/19,3:12 AM,Eastern,AMC,National,AMC MOVIE,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,85,0
11/11/19,12:57 PM,Eastern,BABY,National,BF FAVORITES DAILY,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,42.5,0
11/11/19,4:40 PM,Eastern,BABY,National,DEVELOPMENTAL PROGRAMS,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,42.5,0
11/11/19,5:57 PM,Eastern,BABY,National,BABY FIRST CLUB,RRFALL15H,TRR_15_TVC_FALL _HERO,15,Cable,42.5,0
