user_id,device,date_time,user_type,event_name,event_value,ip_address,device_id
1018088,App,2020-04-11 12:48:29,repeat,Purchase-repeat,0,1c9e664719574d934c5a8c2ac815d38c0938e30d,5fe54d3fdc215ab6187027e01efa31d5f94e26de
5322175,App,2020-04-11 17:35:11,repeat,Purchase-repeat,0,c9619a638a37ee2ef9d2bbb95228971e32fa2c40,09a495a2e14b16c88568ff72de73c6a65db9fbdd
8735709,App,2020-04-11 14:36:31,repeat,Purchase-repeat,0,f9f13b617e81e7812d2778cc1d50cbad9a95d559,023383c01239a537eaa68fd536e56dc70adf10c4
8780181,App,2020-04-11 13:58:17,repeat,Purchase-repeat,0,cb99ecae119dec1be7f1042a69fcdb64f3a7d971,f43698e6c47256b0949fb94eed4268b50d920576
1817213,App,2020-04-11 17:40:10,new,Purchase-new,0,acb160bdd74bd737ec851ff9eccabca301ce168c,5653155779249fb4f16a59cbe9328e2497890c8b
7645458,App,2020-04-11 12:32:44,repeat,Purchase-repeat,0,2c67ef9ef0ce7cbd28091fb975b50c0fe29eb92b,ae6a5d9a1c927398a7002e4023ad00895a6e32df
5446145,App,2020-04-11 19:36:56,repeat,Purchase-repeat,0,435c458fc2aa7ad54ec2552ee476fef1c612ec3d,fb066f43845e3195544c6cc0df7d449dedda24b8
1243585,App,2020-04-11 16:48:07,repeat,Purchase-repeat,0,0795b7a036bd739bd8640d3b279967b0f3eb2879,9e01dd440887ad8cd34ab4feac518554ff26fe05
5510117,App,2020-04-11 23:28:29,repeat,Purchase-repeat,0,46113f596ff8765bb9a4770ad6ca2704a8f08c2c,6b8f33b502c89322353fbc6ed49e8fd6ecd9ac69
16109249,App,2020-04-11 19:49:07,new,Purchase-new,0,48b3ca51d00b4a1e1b4d4ae10f8bc55e744ec64f,3a47975633562b3feaab4646ae02aac512190762
8258809,App,2020-04-11 18:48:00,repeat,Purchase-repeat,0,a41b230b50e64932fc79f3cbf8806be992f6b7e6,6da857ad1df4eb7e9382b0a6d8e23d0c846b26d7
16341822,App,2020-04-11 12:58:58,new,Purchase-new,0,d29f5b860c3537d4ba4576bc96ae94aa1572858d,ec65c7ee39e1312eb96455888ca4cef7f8675433
13590602,App,2020-04-11 15:59:02,repeat,Purchase-repeat,0,6a6ece1be31844fd0de4b0384c97beb4f922513b,22ea272b84a9ef5882756673eadac24d3c4cef9e
3709803,App,2020-04-11 23:45:58,repeat,Purchase-repeat,0,addceca6eedbe80a6d23ff2f1d992fc2500c8d67,424a2cc84c638b98345e2aaf039cf02696f864f2
9441450,App,2020-04-11 08:46:28,repeat,Purchase-repeat,0,c87f6a7fa3d2e6073f9b89932206d8d742acc86e,55ff547659c95c440f79e4893aba8eadb876d118
16711239,App,2020-04-11 10:39:17,new,Purchase-new,0,d0d4d419531a59082b5050ac6f3594049022eb0a,efb2b21b99ecd8e155eb6f20ffa730f0a4adec93
14150424,App,2020-04-11 04:15:54,new,Purchase-new,0,647776336dff7ebf113e415fea498b570bfd905c,7df6aeaa7b341c2e36b85ac5620f2317b579ea23
15600857,App,2020-04-11 16:07:13,repeat,Purchase-repeat,0,2c3d87b309eca2350f58515e6047a4931bd0ea61,d25ec92194dbfbe0c14331fc49269b289ac3aab9
6026102,App,2020-04-11 07:26:14,repeat,Purchase-repeat,0,51127af3b8d92be5c92b82f27cd00a824a4c9910,f42a522f02c0599c3291ad86510815199e3009a1
13766835,App,2020-04-11 16:03:25,repeat,Purchase-repeat,0,34f163b16e9ecd09f7c2e6bffed589a8115efcd1,9a7a00329afea4366383a5d5744110d8d0609ea3
14711697,App,2020-04-11 22:13:59,repeat,Purchase-repeat,0,57c9b67b5b563f3207aec298da5bb4353ef8cb45,578ebd348df591fe021c58bd9128df69eaff4a32
4461734,App,2020-04-11 02:03:04,repeat,Purchase-repeat,0,56eb9f0db877b662ff7692348e7f49a62600217e,3fb506181da647180c71c467265403b2c2f64da6
3838431,App,2020-04-11 18:43:24,repeat,Purchase-repeat,0,b4b9a60bffbe50e96d985047d521f62f3c52fb22,67f0f5490acbc0b31a0e865cca88c850887cf56b
3450453,App,2020-04-11 18:14:03,repeat,Purchase-repeat,0,688651f513124002fcf173fbcbacd309e3c86481,d8095a1ac9039e0ab1047d28beb1822ddabc8455
4510963,App,2020-04-11 13:13:44,repeat,Purchase-repeat,0,d09b40cfa8d8dfb8b9e421484a69d3b54cd8715e,787489499043777931d314b0153caa01f5a1639d
12639808,App,2020-04-11 12:53:37,repeat,Purchase-repeat,0,de698409ebf23b28b3a5a26a98f25b95783aea22,3ee39d7ea26bfeb3fe17fee49a578f0b82675023
3680472,App,2020-04-11 04:58:19,repeat,Purchase-repeat,0,10606751d87310a2e950a2a6894b933279df4779,938643afa54c316f586c200d16e443a95daf7583
13474826,App,2020-04-11 21:24:58,repeat,Purchase-repeat,0,042ed118ede238824ec2b6648cb67f7a909dfc54,515a6cfe557129b7143308c14e39d631c5598521
5149461,App,2020-04-11 22:53:45,new,Purchase-new,0,9a4d6339e6e91f3d74d98efcab4d6128349c5530,dad5b17c5c9cada78e4543346fd0820f924863bf
5085586,App,2020-04-11 21:10:36,new,Purchase-new,0,f31091c15f159d38ccfa6b741dc932c016c0fcb3,2a737e04ed32b4653d8055c51b17dd0101a855ba
4592345,App,2020-04-11 11:26:38,repeat,Purchase-repeat,0,1baa35e9d58770043689c1469f14277994d2fee0,b559d9011f829b5ab074f977674660eae80a5cde
4806685,App,2020-04-11 07:37:50,repeat,Purchase-repeat,0,2a2daafc201a3c7d7aefd05df3422b4701376362,a45d88036bbeb218eb20e0f76c488f3294669a86
16705739,App,2020-04-11 10:08:28,new,Purchase-new,0,a36510dfc035ca3faa7bb66336210e0d139ec4d3,2777bb9fb1c0b988a2041fd84e33b9693ffe3841
5526966,App,2020-04-11 07:39:04,repeat,Purchase-repeat,0,9542745cb93568e3ee9fc198bcae56049719ad2d,24297bcf22fe123d2f6cec9aeca36b46951c1b29
5968066,App,2020-04-11 17:44:23,new,Purchase-new,0,ff30dcc8e9cebdf65b8b5bf6c153ed73cb4943a4,2a32f50c160d3fba140a2a13546199025a19d378
4413808,App,2020-04-11 16:27:37,repeat,Purchase-repeat,0,154eb2f1d438f2ab597992c092c309bbebcc5b8e,2a92ff9d01b759360eb932e4b8dbc9681d6746e2
8895133,App,2020-04-11 07:56:47,repeat,Purchase-repeat,0,86a61c43add56052ceb74fb39bccc5a748a74982,80707153241a7efbe982b9aeb59eee85f599c10a
16533204,App,2020-04-11 15:23:50,new,Purchase-new,0,7253b9ef7d93d5e6e4b9aaae5683d303b3de6cf2,bb30330523a05d37d0755bb4a864eca26ace7ee3
4295920,App,2020-04-11 23:22:01,repeat,Purchase-repeat,0,5894354d19f6d06809614752719a076f8bce217a,b5185be1e0bfeca6d1a5810b86e0b23d8c377a14
4567930,App,2020-04-11 22:36:03,repeat,Purchase-repeat,0,807871b937787851dcaa5fc472d8cb249699042c,65bbdfd3683fe2c6d16128786937a7dc740c98e3
4357021,App,2020-04-11 21:01:47,repeat,Purchase-repeat,0,1c32dbd7a22b1459f30dfbb0748a0b282f4a54e9,f30f0cf34efa541c81d802f4747e74023561f1a3
11532770,App,2020-04-11 18:57:16,new,Purchase-new,0,260f1958c1ef59675728880ab5e7204bedb1c805,f34f4bac80ee1891ae1c15306c35e2cb4dc0da96
9556118,App,2020-04-11 20:25:12,new,Purchase-new,0,8ef5dfa9b1c8e1ee1088aa8b293de2d54de08d3a,943f29b567eb2695c1b702a46ec3e14aa762f08b
8744721,App,2020-04-11 22:30:21,repeat,Purchase-repeat,0,b11cb08a0f171708bd261a70bb7aa8418758c517,96bc075e3fa291873344e4d470a6b5fee9f4fa66
4042562,App,2020-04-11 07:57:30,repeat,Purchase-repeat,0,c2e23ac087f094c80700540c2af92f68afa01681,80b1a8148ad66a16979675a368488d79ef02d358
2214659,App,2020-04-11 09:52:35,repeat,Purchase-repeat,0,9a3d8a023fef8b19cf214843177210026931ab98,8722e8620cbd244600eeb8909815f87b126eb6a3
5547359,App,2020-04-11 18:06:46,repeat,Purchase-repeat,0,a10c62c0004ad259ed77117bb32a0ea0b915dc30,bf4307bbdbe30c681129b1f0f57f1efa1261f82d
