Date,Time,TimeZone,Network,RealRealAdType,ProgramAired,CreativeID,CreativeName,CreativeLength,AirType,Spend,CoverPct
6/22/2020,1:37 AM,Eastern,MSN,national_local,LAST WORD W/ L. ODONNELL,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,46.75,25
6/22/2020,1:54 AM,Eastern,MSN,national_local,LAST WORD W/ L. ODONNELL,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,46.75,25
6/22/2020,2:37 AM,Eastern,USA,National,CHICAGO PD,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,170.00,0
6/22/2020,2:47 AM,Eastern,USA,National,CHICAGO PD,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,170.00,0
6/22/2020,3:23 AM,Eastern,HLN,National,FORENSIC FILES,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,68.00,0
6/22/2020,3:25 AM,Eastern,VH1,National,T.I. AND TINY 5,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,212.50,0
6/22/2020,3:30 AM,Eastern,IFC,National,MST3K,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,25.50,0
6/22/2020,3:52 AM,Eastern,HLN,National,FORENSIC FILES,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,68.00,0
6/22/2020,4:34 AM,Eastern,IFC,National,MST3K,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,25.50,0
6/22/2020,4:44 AM,Eastern,HLN,National,VERY SCARY PEOPLE,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,68.00,0
6/22/2020,4:52 AM,Eastern,AMC,National,HALT AND CATCH FIRE,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,110.50,0
6/22/2020,4:53 AM,Eastern,USA,National,DATELINE,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,85.00,0
6/22/2020,5:34 AM,Eastern,MTV,National,CATFISH:THE TV SHOW SSN5B,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,42.50,0
6/22/2020,9:27 AM,Eastern,MSN,national_local,MSNBC LIVE W/ S.RUHLE,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,93.50,25
6/22/2020,11:40 AM,Eastern,USA,National,CHICAGO PD,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,531.25,0
6/22/2020,12:28 PM,Eastern,MSN,national_local,ANDREA MITCHELL REPORTS,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,93.50,25
6/22/2020,12:45 PM,Eastern,ENT,national_local,E! NEWS: DAILY POP I,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,55.25,30
6/22/2020,1:19 PM,Eastern,USA,National,CHICAGO PD,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,531.25,0
6/22/2020,1:49 PM,Eastern,ENT,national_local,BOTCHED,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,55.25,30
6/22/2020,2:15 PM,Eastern,HLN,National,FORENSIC FILES,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,191.25,0
6/22/2020,4:50 PM,Eastern,ENT,national_local,BOTCHED,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,55.25,30
6/22/2020,4:59 PM,Eastern,MSN,national_local,DEADLINE:WHITE HOUSE,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,93.50,25
6/22/2020,7:42 PM,Eastern,MSN,national_local,MSNBC LIVE,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,140.25,25
6/22/2020,7:46 PM,Eastern,ENT,national_local,BOTCHED,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,93.50,30
6/22/2020,9:22 PM,Eastern,MSN,national_local,RACHEL MADDOW SHOW,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,140.25,25
6/22/2020,9:59 PM,Eastern,MSN,national_local,RACHEL MADDOW SHOW,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,140.25,25
6/22/2020,10:12 PM,Eastern,ENT,national_local,BOTCHED,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,93.50,30
6/22/2020,10:15 PM,Eastern,FRFM,National,BIG SCREEN MOVIE,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,"2,125.00",0
6/22/2020,10:55 PM,Eastern,MSN,national_local,LAST WORD W/ L. ODONNELL,RR20SPR15LH,TRR_15_TVC_2020_SPRING,15,Cable,140.25,25
6/22/2020,11:11 PM,Eastern,ID,national_local,PEOPLE MAG INVESTIGATES,RR20SPR30LH,TRR_30_TVC_2020_SPRING,30,Cable,255.00,20
6/22/2020,11:37 PM,Eastern,ID,national_local,PEOPLE MAG INVESTIGATES,RR20SPR30LH,TRR_30_TVC_2020_SPRING,30,Cable,255.00,20
6/23/2020,12:26 AM,Eastern,MSN,national_local,RACHEL MADDOW SHOW,RR20SPMN15LH,TRR_15_TVC_2020_SPRING_MENS,15,Cable,46.75,25
6/23/2020,2:28 AM,Eastern,IFC,National,IFC MOVIE,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,25.50,0
6/23/2020,3:00 AM,Eastern,AMC,National,HALT AND CATCH FIRE,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,110.50,0
6/23/2020,3:43 AM,Eastern,TNT,National,NCIS: NEW ORLEANS,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,170.00,0
6/23/2020,3:47 AM,Eastern,IFC,National,IFC MOVIE,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,25.50,0
6/23/2020,3:51 AM,Eastern,HLN,National,FORENSIC FILES,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,68.00,0
6/23/2020,4:02 AM,Eastern,AMC,National,HALT AND CATCH FIRE,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,110.50,0
6/23/2020,4:39 AM,Eastern,HLN,National,VERY SCARY PEOPLE,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,68.00,0
6/23/2020,5:25 AM,Eastern,USA,National,CSI,RR20SPMN15H,TRR_15_TVC_2020_SPRING_MENS,15,Cable,85.00,0
6/23/2020,5:36 AM,Eastern,USA,National,CSI,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,85.00,0
6/23/2020,5:39 AM,Eastern,TNT,National,NCIS: NEW ORLEANS,RR20SPR30H,TRR_30_TVC_2020_SPRING,30,Cable,170.00,0
6/23/2020,5:44 AM,Eastern,MTV,National,CATFISH:THE TV SHOW SSN7D,RR20SPR15H,TRR_15_TVC_2020_SPRING,15,Cable,42.50,0
