Date,Time,TimeZone,MarketCode,MarketName,Network,Station,ProgramAired,RealRealAdType,CreativeID,CreativeName,CreativeLength,Spend
12/6/2019,12:11 AM,Local,682,Davenport-Rock Island-Moline-Q,BBGRS,KGCW,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,866,Fresno-Visalia,BBGRS,KAIL,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,658,Green Bay-Appleton,BBGRS,WACY,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,693,Little Rock,BBGRS,KARZ,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,807,San Francisco-Oakland-San Jose,BBGRS,KBCW,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,612,Shreveport-Texarkana,BBGRS,KPXJ,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,671,Tulsa,BBGRS,KMYT,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:11 AM,Local,577,Wilkes Barre-Scranton,BBGRS,WSWB,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:12 AM,Local,616,Kansas City,BBGRS,KMCI,FAMILY GUY                    ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:13 AM,Local,517,Charlotte,BBGRS,WAXN,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,635,Austin,BBGRS,KNVA,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,542,Dayton,BBGRS,WBDT,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,866,Fresno-Visalia,BBGRS,KAIL,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,693,Little Rock,BBGRS,KARZ,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,659,Nashville,BBGRS,WNAB,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
12/6/2019,12:41 AM,Local,504,Philadelphia,BBGRS,WPSG,BOB'S BURGERS                 ,Syndication,RRFALL30BBH,TRR_30_TVC_FALL_HERO,30,0
