Date,Time,TimeZone,Network,RealRealAdType,ProgramAired,CreativeID,CreativeName,CreativeLength,AirType,Spend,CoverPct
3/22/2021,12:21 AM,Eastern,MSN,national_local,11TH HR W/ B.WILLIAMS SPC,RRFWV115LH,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,110.5,25
3/22/2021,2:11 AM,Eastern,USA,National,QUEEN OF THE SOUTH,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,276.25,0
3/22/2021,2:50 AM,Eastern,SUND,National,SUND MOVIE,RRFWV130H,TRR_F/W_2020_30_V1_20%_OFF,30,Cable,51.0,0
3/22/2021,3:11 AM,Eastern,TBSC,National,WIPEOUT,RRFWV130H,TRR_F/W_2020_30_V1_20%_OFF,30,Cable,212.5,0
3/22/2021,3:19 AM,Eastern,NGC,National,INSIDE: 21ST CENTURY WARS,RRFWV130H,TRR_F/W_2020_30_V1_20%_OFF,30,Cable,63.75,0
3/22/2021,3:39 AM,Eastern,VH1,National,LIVING SINGLE,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,85.0,0
3/22/2021,3:51 AM,Eastern,USA,National,DATELINE,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,127.5,0
3/22/2021,3:52 AM,Eastern,HLN,National,FORENSIC FILES,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,76.5,0
3/22/2021,4:24 AM,Eastern,HLN,National,FORENSIC FILES II,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,76.5,0
3/22/2021,4:46 AM,Eastern,BET,National,THE PARKERS,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,59.5,0
3/22/2021,4:54 AM,Eastern,TNT,National,ARROW,RRFWV130H,TRR_F/W_2020_30_V1_20%_OFF,30,Cable,340.0,0
3/22/2021,5:09 AM,Eastern,VH1,National,MARTIN,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,85.0,0
3/22/2021,5:23 AM,Eastern,TNT,National,ARROW,RRFWV130H,TRR_F/W_2020_30_V1_20%_OFF,30,Cable,340.0,0
3/22/2021,5:33 AM,Eastern,NAN,National,FULL HOUSE,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,765.0,0
3/22/2021,5:40 AM,Eastern,USA,National,DATELINE,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,127.5,0
3/22/2021,6:47 AM,Eastern,NAN,National,SPONGEBOB,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,850.0,0
3/22/2021,9:17 AM,Eastern,MSN,national_local,MSNBC LIVE W/ S.RUHLE,RRFWV115LH,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,170.0,25
3/22/2021,10:08 AM,Eastern,USA,National,CHICAGO PD,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,743.75,0
3/22/2021,10:45 AM,Eastern,WE,National,LAW & ORDER:CI,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,310.25,0
3/22/2021,11:07 AM,Eastern,HLN,National,HOW IT REALLY HAPPENED,RRFWV115H,TRR_F/W_2020_15_V1_20%_OFF,15,Cable,340.0,0
