Date,Time,TimeZone,MarketCode,MarketName,Network,Station,ProgramAired,RealRealAdType,CreativeID,CreativeName,CreativeLength,Spend
9/19/2020,12:29 AM,Local,532,Albany-Schenectady-Troy,WOFWD,WTEN,MODERN FAMILY                 ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,12:32 AM,Local,518,Greensboro-Winston-Salem-High,WOFWD,WFMY,TO BE ANNOUNCED               ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,1:27 AM,Local,693,Little Rock,WOFWD,KATV,PAID PROGRAMMING              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,1:28 AM,Local,600,Corpus Christi,WOFWD,KIII,WHEEL OF FORTUNE              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,1:30 AM,Local,507,Savannah,WOFWD,WSAV,PAID PROGRAMMING              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,2:00 AM,Local,527,Indianapolis,WOFWD,WTHR,ITOWNCHURCH.COM               ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,2:03 AM,Local,567,Greenville-Spartanburg-Ashevil,WOFWD,WLOS,LIFE IN THE CAROLINAS         ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,2:27 AM,Local,559,Bluefield-Beckley-Oak Hill,WOFWD,WVNS,WHEEL OF FORTUNE              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,2:27 AM,Local,710,Hattiesburg-Laurel,WOFWD,WDAM,PAID PROGRAMMING              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
9/19/2020,2:57 AM,Local,583,Alpena,WOFWD,WTOM,WHEEL OF FORTUNE              ,Syndication,RR20SPR15WFH,TRR_15_TVC_2020_SPRING,15,0
